UniqueCount	AmbigCount
0	0
0	0
1	6
0	3
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
1	0
395	84
1	69
7	49
1	0
0	0
174	1617
9	1029
31	1276
5	822
163	325
2	43
54	396
0	600
7	2
0	0
81	3
1	0
0	0
5	0
0	0
3	5
1	0
0	0
0	0
0	55
5	223
42	378
0	51
0	236
34	44
3	193
0	53
10	0
6	2
0	396
903	688
0	397
0	127
0	114
4	405
0	246
79	44
2	278
117	2495
0	2410
0	89
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	804
11	1299
16	209
40	836
2	103
3	25
2	1077
0	348
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
2	2
308	25
0	10
0	0
0	35
0	79
73	2388
3	30
0	12
0	651
0	2189
8	184
0	1010
18	13
1	256
2	7
1	47
6	309
92	12
0	587
12	0
1	4
0	0
1	8
0	3
0	3
0	3
0	0
0	0
0	3
0	3
0	0
0	3
0	1
0	0
0	1
0	0
0	0
0	0
0	224
0	0
0	0
0	0
0	0
3	0
563	2954
2	160
0	4
0	1986
0	483
5	79
49	2858
9	2833
0	0
20	1
1	104
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	2
0	3
0	3
0	2
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	51
0	0
0	0
0	0
0	3
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
478	16
17	208
4	201
0	7
0	16
4	154
69	17
4	11
72	12
2	21
0	16
7	4153
4	0
0	0
37	20
0	19
0	0
0	0
0	5
1384	43
0	19
0	0
0	0
0	0
0	19
0	0
0	19
0	19
8	648
1	636
0	674
1	5
0	459
1	554
0	648
0	11
0	29
0	514
20	16
32	82
0	8
0	0
0	18
0	89
0	46
0	40
0	81
0	103
0	34
0	50
0	12
0	36
0	75
0	10
0	63
0	56
1	1
0	46
0	6
0	46
0	62
0	5
0	69
0	52
0	38
0	0
0	1
0	0
0	0
0	0
0	1
0	0
6	30
0	30
0	0
0	0
1	19
4	26
0	14
0	14
0	14
0	0
2	0
0	0
104	968
2	381
30	552
1	255
66	578
6	135
12	153
2	1
0	5
182	800
21	32
0	31
0	97
1	9
3	95
6	94
0	23
0	95
0	20
0	15
2	653
0	18
118	13
2	39
5	18
4	20
2	14
0	1
0	8
0	173
6	2
31	48
4	2
6	147
0	0
2027	1720
0	278
6	307
14	70
0	3
2	1012
1	18
0	102
0	0
2	1
0	0
0	0
0	0
0	0
0	0
