UniqueCount	AmbigCount
0	0
0	0
0	4
1	1
0	3
0	0
0	0
0	0
0	0
0	0
1	0
0	1
0	0
2	0
0	0
0	0
0	0
0	0
0	0
313	111
0	52
12	50
0	0
0	0
142	1643
3	1037
20	1252
5	858
86	346
6	35
40	419
3	576
1	0
0	0
22	6
0	0
0	0
4	1
1	0
0	13
0	0
0	0
0	0
0	102
3	252
57	432
4	62
0	273
32	63
1	227
0	71
11	4
4	0
0	515
1041	996
0	520
0	204
2	175
8	569
0	330
65	100
2	367
118	2835
0	2720
0	98
0	0
0	3
0	3
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1083
9	1671
20	269
46	1100
0	124
0	46
3	1407
0	443
0	0
1	0
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
2	3
0	0
29	2
269	40
0	10
0	0
0	41
0	97
57	2774
3	34
0	14
0	716
0	2554
3	215
0	1202
19	19
0	339
3	20
0	66
2	415
100	40
0	740
27	4
0	9
0	0
0	17
0	4
0	4
0	4
0	0
0	0
0	2
0	2
0	0
0	4
0	0
0	1
0	0
0	0
0	0
0	0
1	329
0	0
0	0
0	0
0	0
2	0
448	2966
3	202
0	5
0	2004
0	469
1	81
29	2798
5	2738
0	0
12	0
2	111
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	57
0	0
0	0
0	0
0	25
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
522	101
7	233
1	226
0	7
0	20
4	182
67	20
2	14
45	14
2	18
1	14
4	4256
0	0
0	0
65	37
1	32
0	7
1	3
0	6
1503	193
0	32
0	0
1	0
0	0
0	32
0	0
0	32
0	32
5	607
2	599
0	630
2	7
0	448
0	513
0	609
0	11
0	41
0	499
18	22
21	74
0	18
0	0
0	23
3	94
0	47
0	71
0	117
0	139
0	55
0	67
0	32
0	45
0	102
0	40
0	109
0	78
0	2
1	49
0	18
0	51
0	104
0	15
0	124
0	76
0	38
1	2
0	2
0	2
0	2
0	2
0	0
0	0
7	42
0	41
0	0
0	5
2	23
1	25
0	9
2	14
0	9
0	0
0	0
0	0
88	1159
1	501
14	668
0	336
64	663
2	188
5	162
1	0
0	6
198	859
8	34
0	29
0	105
0	6
2	104
0	98
0	17
0	98
0	19
0	14
1	687
0	26
73	18
3	49
0	27
8	24
2	19
0	2
0	16
0	216
7	6
24	57
8	12
5	164
0	0
2075	2210
0	352
4	351
11	90
0	5
0	1163
1	29
0	160
0	0
2	0
0	0
0	0
1	0
0	0
