UniqueCount	AmbigCount
0	0
0	0
0	4
0	3
0	3
0	0
1	0
0	0
0	0
0	0
2	0
0	1
1	0
1	0
0	0
0	0
0	0
0	0
7	0
490	126
1	64
19	49
0	0
0	0
232	2438
12	1634
25	1891
10	1341
165	508
7	80
62	615
1	829
7	0
0	0
65	2
0	0
0	0
1	1
0	0
1	18
0	0
0	0
0	0
0	88
3	284
62	550
5	73
0	360
35	45
2	210
0	71
13	2
6	0
0	445
940	843
0	449
0	200
1	137
4	476
0	276
70	83
3	314
114	2622
0	2539
0	114
1	0
1	2
0	2
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	983
10	1653
14	215
25	1022
1	124
0	58
0	1427
6	358
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
29	4
256	46
0	18
0	0
0	34
0	59
78	2325
3	20
1	12
0	501
0	2187
6	170
1	1016
21	14
2	302
2	15
1	93
2	399
69	39
0	749
24	5
0	2
0	0
0	9
0	4
0	4
0	4
0	0
0	0
0	1
0	1
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
2	750
0	0
0	0
0	0
0	0
3	1
561	3399
0	175
0	3
0	2225
0	459
1	93
50	3242
8	3243
0	0
32	2
0	121
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	3
0	3
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	73
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
601	66
14	313
2	302
0	17
0	26
4	233
57	23
4	15
64	18
3	22
0	16
2	4685
2	0
0	0
37	29
1	23
0	1
1	1
0	3
1475	162
0	61
0	1
1	1
0	1
0	61
0	1
0	60
0	60
3	745
2	719
0	762
3	2
0	494
1	630
0	745
0	3
1	33
1	597
19	24
43	94
0	24
0	0
0	59
1	150
0	106
0	97
0	153
0	183
1	96
0	87
0	55
0	90
0	142
0	41
0	131
0	93
1	3
0	77
0	31
0	77
1	132
0	15
0	147
0	89
0	62
0	1
0	4
0	1
0	2
0	1
0	3
0	0
10	47
0	45
1	0
1	16
1	51
2	56
0	20
1	19
0	21
0	0
4	2
0	0
103	1229
1	557
16	721
0	374
90	688
5	208
13	161
6	1
0	2
225	964
20	12
0	11
0	82
1	6
2	91
6	90
0	13
0	86
0	14
0	7
5	799
0	24
70	19
1	45
3	21
12	30
0	27
0	8
0	11
0	271
16	12
20	79
2	20
5	203
0	0
2043	1735
0	385
0	316
13	71
0	6
0	727
0	18
0	84
0	0
4	0
0	0
0	0
0	0
0	0
