UniqueCount	AmbigCount
0	0
0	0
0	7
0	7
0	3
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
374	110
1	60
20	44
1	0
0	0
102	964
5	608
14	769
4	428
44	173
5	28
28	214
1	360
0	0
0	0
28	2
0	0
0	0
3	0
0	0
2	17
0	0
0	0
0	0
0	66
8	210
50	410
3	56
0	269
31	54
1	185
0	55
12	0
8	0
0	399
996	758
0	400
0	145
4	127
1	415
0	272
66	75
1	290
83	2629
1	2566
0	84
0	0
0	10
1	10
0	6
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	1001
12	1595
15	259
21	1008
2	103
0	64
3	1391
1	395
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	2
0	0
31	6
197	42
0	7
0	0
0	41
0	81
69	2453
2	18
0	13
0	611
0	2289
8	195
0	1050
11	20
0	286
2	10
1	81
2	423
72	34
0	735
50	7
0	1
0	0
0	8
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	410
0	0
0	0
0	0
0	0
0	0
454	2867
0	142
0	6
0	1909
0	392
3	62
32	2753
4	2720
0	0
16	3
0	128
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	67
0	0
0	0
0	0
0	12
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
548	83
5	213
4	203
0	3
0	13
1	161
50	17
5	11
36	15
1	18
0	12
1	4405
3	0
0	0
132	101
1	83
0	7
1	4
0	16
1376	164
0	55
0	0
0	1
0	1
0	55
0	0
0	55
0	55
2	557
0	543
0	574
1	2
0	371
0	468
0	558
0	11
0	28
0	436
7	15
22	55
0	15
0	0
2	40
4	119
0	87
0	73
0	135
0	157
0	76
0	79
0	42
0	76
0	135
0	47
0	110
0	91
0	6
0	65
0	35
0	66
0	124
0	11
0	121
0	83
0	48
1	1
0	10
0	2
0	3
1	1
0	8
0	0
8	40
0	40
0	0
1	8
1	51
5	58
0	24
2	27
0	28
0	0
1	0
0	0
113	1093
0	517
10	574
0	254
64	568
3	126
1	147
3	0
0	8
186	774
12	35
0	34
0	88
0	18
3	97
5	90
0	35
0	90
0	31
0	30
7	603
0	20
67	20
0	33
0	13
4	26
0	21
0	3
0	14
0	189
4	8
16	51
2	18
7	150
0	0
1947	1810
0	284
4	314
14	91
0	7
1	884
0	24
0	102
0	0
6	0
0	1
0	1
1	0
0	0
0	0
