UniqueCount	AmbigCount
0	0
0	0
1	10
1	9
1	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	0
0	0
0	0
0	0
0	0
415	135
0	65
11	52
1	0
0	0
183	1614
8	1063
29	1259
3	782
108	318
4	41
35	390
1	534
1	3
0	0
33	1
1	0
0	0
3	0
0	0
0	17
0	0
0	0
0	0
0	126
5	240
44	435
7	84
0	283
33	61
1	205
0	73
5	1
6	2
1	462
1000	892
0	468
0	205
1	155
2	525
0	281
64	75
2	327
93	2577
2	2498
0	159
0	0
1	8
0	8
0	1
0	0
1	1
0	0
0	0
0	0
0	0
2	0
0	0
0	1006
8	1613
8	270
23	1029
0	119
0	54
2	1415
0	431
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	1
0	0
9	0
207	30
0	7
0	0
0	43
0	86
74	2276
0	26
0	14
0	589
0	2113
2	194
0	934
15	24
0	278
4	24
0	79
4	371
61	38
0	615
22	3
1	9
0	0
0	12
0	4
0	4
0	4
0	0
0	0
0	3
0	2
0	0
0	4
0	0
0	0
0	0
0	1
0	0
0	0
1	454
0	0
0	0
0	0
0	0
1	0
493	3071
1	208
0	4
0	2029
1	482
1	96
30	2907
4	2848
0	0
8	0
0	125
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	2
0	3
0	4
0	0
0	0
0	2
1	3
0	3
0	0
0	0
0	0
0	53
0	0
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
423	74
8	335
2	323
0	8
0	17
4	246
42	19
1	16
71	10
3	16
0	13
3	4302
2	0
0	0
53	45
1	34
0	5
1	2
0	6
1370	203
0	40
0	0
2	0
0	0
0	40
0	0
0	40
0	40
5	796
0	764
0	812
3	5
1	526
0	645
0	796
0	13
0	44
0	624
11	27
19	91
0	11
0	0
0	59
0	135
0	92
0	87
0	105
0	128
2	92
0	76
0	52
0	79
0	97
0	39
0	86
0	80
0	2
0	64
0	27
0	65
0	91
1	17
0	101
0	77
0	54
0	1
0	1
0	0
0	0
1	0
0	1
0	0
9	45
0	42
0	0
1	7
3	41
0	43
0	21
1	18
0	19
0	0
7	0
0	0
95	1155
1	545
13	647
0	323
47	625
1	180
6	156
2	1
0	4
211	786
5	35
0	28
0	81
0	11
1	84
6	85
0	23
0	78
0	22
0	20
0	617
0	14
76	16
3	42
2	21
5	28
0	29
0	7
0	13
0	197
17	2
26	55
4	14
1	179
0	0
1925	1999
0	322
0	333
16	99
0	12
1	978
0	40
1	121
0	0
1	0
0	1
0	1
0	0
0	0
