UniqueCount	AmbigCount
0	0
0	0
0	5
0	4
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	0
8	1
0	0
0	0
0	0
0	0
1	0
436	153
0	71
20	63
0	0
0	0
287	2436
14	1584
21	1894
6	1253
195	530
7	74
74	633
1	843
4	1
0	0
58	12
0	0
0	0
10	1
1	0
2	18
0	2
0	0
1	0
0	119
6	257
52	478
0	64
0	305
36	48
2	214
0	56
16	0
9	1
1	412
944	828
0	417
0	162
0	108
5	495
0	265
84	75
4	303
121	2815
1	2738
0	113
0	0
2	3
0	3
0	3
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1000
7	1672
12	233
27	1017
6	115
0	44
1	1450
3	384
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	0
14	4
266	38
0	12
0	0
0	42
0	87
70	2703
2	29
0	16
0	652
0	2517
12	197
1	1167
28	27
0	323
3	27
2	74
6	397
81	26
1	786
18	1
0	4
0	0
0	7
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	455
0	0
0	0
0	0
0	0
2	0
573	3529
4	171
0	3
0	2323
0	475
1	72
52	3348
4	3314
0	0
23	0
0	110
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	41
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
547	80
9	305
0	293
0	7
0	18
1	215
82	28
5	18
70	15
4	17
0	17
4	4406
4	0
0	0
42	20
0	17
0	1
0	2
0	3
1473	184
0	38
0	0
0	0
0	0
0	38
0	0
0	38
0	38
2	744
3	726
0	768
2	4
0	494
1	600
0	745
0	15
0	40
0	567
21	16
31	69
0	14
0	0
0	39
0	119
0	83
0	71
0	125
1	144
2	70
0	65
0	39
0	68
0	115
0	23
0	98
0	78
0	1
0	60
0	14
0	61
0	95
0	13
0	115
0	72
0	47
0	0
0	2
0	0
0	1
0	0
0	2
0	0
3	53
0	52
0	0
0	8
5	30
1	39
0	21
0	12
0	24
0	0
7	3
0	0
105	1139
2	539
21	651
0	347
82	617
6	198
8	119
1	1
0	5
253	932
27	34
0	30
0	111
0	14
3	115
9	112
0	32
0	117
0	24
0	20
3	726
0	30
84	25
6	42
0	22
7	34
1	23
0	5
0	11
0	224
7	5
31	72
5	8
6	197
0	0
2252	1933
0	319
9	323
24	86
0	9
0	940
2	22
0	100
0	0
3	2
0	0
0	0
1	0
0	0
