UniqueCount	AmbigCount
0	0
0	0
1	5
1	3
3	3
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
640	190
1	112
23	89
0	2
0	0
115	1639
5	983
34	1258
5	892
131	403
6	60
53	486
5	686
3	1
0	0
54	10
0	0
0	0
5	0
0	0
2	12
0	0
0	0
2	0
0	110
8	322
61	518
0	76
0	305
30	56
2	262
0	83
8	0
10	3
0	593
1017	1060
0	597
0	241
1	189
6	627
0	374
126	103
2	415
153	3001
4	2893
0	131
2	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1065
12	1716
22	274
17	1116
5	147
0	58
1	1437
3	445
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	2
339	67
0	22
0	0
2	77
0	147
72	3150
1	36
0	23
0	990
0	2853
5	331
1	1232
13	11
1	385
1	18
0	103
6	439
86	31
0	728
30	4
2	7
0	0
0	16
0	6
0	6
0	6
0	0
0	0
0	4
0	3
0	0
0	6
0	0
0	1
0	0
0	2
0	0
0	0
0	432
0	0
0	0
0	0
0	0
0	2
578	3517
0	238
0	2
0	2385
0	641
4	111
72	3360
9	3290
0	0
23	2
0	156
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	71
0	0
0	0
0	0
0	21
0	1
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
595	77
13	339
4	329
0	11
0	27
9	274
66	26
9	18
60	12
6	19
0	20
8	5071
2	0
0	0
44	31
0	30
0	1
1	2
0	5
1812	260
0	42
0	1
0	0
0	0
0	41
0	0
0	41
0	41
4	705
0	670
0	725
4	3
1	481
1	611
0	707
0	8
2	28
0	578
19	26
41	75
0	23
0	0
0	29
2	81
0	66
0	58
0	114
0	119
5	52
0	57
0	32
0	62
0	108
0	31
0	97
0	62
0	4
0	42
0	18
0	43
0	94
2	12
0	106
0	59
0	32
0	1
0	6
0	3
1	4
0	1
0	3
0	0
17	70
0	68
0	0
0	4
3	32
2	39
0	24
1	16
2	25
0	0
3	0
0	0
99	1230
1	531
24	729
0	363
105	758
12	203
14	206
1	0
0	14
192	1059
22	42
0	38
0	128
0	13
6	136
6	140
0	38
0	129
0	36
0	28
7	867
0	23
108	28
2	46
2	26
6	42
0	33
0	4
0	13
1	281
17	5
30	91
2	19
3	195
0	0
2277	2860
0	376
3	463
18	125
0	18
0	1615
3	45
0	199
0	0
0	0
0	1
0	1
0	0
0	0
