UniqueCount	AmbigCount
0	0
0	0
2	7
0	5
1	6
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	1
1	1
577	142
0	93
14	72
1	0
2	0
198	2308
11	1463
21	1802
10	1184
169	483
4	71
47	593
1	853
3	0
0	0
78	4
1	0
0	0
6	3
0	1
5	18
0	0
0	0
0	0
0	87
6	320
50	583
7	73
0	400
29	44
2	264
0	97
17	4
8	0
1	524
1116	995
1	526
0	229
1	146
2	555
0	321
88	91
1	370
154	3082
0	2977
0	109
0	0
0	6
0	6
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1126
5	1768
21	280
29	1114
1	137
0	58
4	1518
0	433
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	3
0	0
21	3
242	53
0	18
0	1
0	31
0	78
82	2776
0	29
0	9
0	642
0	2590
5	204
0	1177
21	26
1	347
3	17
0	91
13	456
83	27
0	844
17	4
0	4
0	0
1	11
0	7
0	8
0	8
0	0
0	0
0	3
0	2
0	0
0	8
0	0
0	0
0	0
0	1
0	0
0	0
0	515
0	0
0	0
0	0
0	0
1	0
569	3642
3	217
1	2
0	2468
0	546
1	92
33	3472
5	3418
0	0
25	1
1	141
0	0
0	0
0	0
9	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	85
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	1
0	0
0	0
0	0
5	0
648	86
14	489
6	474
0	15
0	37
1	377
67	26
5	14
70	14
1	17
0	16
3	5121
2	2
0	0
123	63
1	58
0	4
2	6
0	9
1675	187
0	58
0	0
1	0
0	0
0	58
0	0
0	58
0	58
6	735
0	727
0	752
5	5
0	535
0	628
0	736
0	13
1	43
0	595
20	25
37	69
0	21
0	0
0	42
1	136
0	74
0	90
0	127
0	169
0	79
0	90
0	53
0	73
0	122
0	41
0	115
0	105
0	3
0	67
0	23
0	68
0	122
2	4
0	128
0	97
0	48
0	1
0	5
0	1
0	2
0	1
1	4
0	0
12	44
0	44
0	0
2	15
4	58
4	67
0	39
1	25
0	44
0	0
8	0
0	0
95	1427
3	656
14	811
0	419
82	800
8	230
18	181
3	0
0	5
205	1007
10	31
0	28
0	115
0	17
4	132
4	136
0	29
0	119
0	27
0	23
1	802
0	22
83	17
2	50
2	26
12	25
3	19
0	7
0	12
1	265
9	8
33	95
5	23
5	228
0	0
2347	2115
0	392
9	410
18	116
1	8
3	951
4	23
0	102
0	0
3	0
0	0
0	0
0	0
0	0
