UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	65
0	42
0	52
0	27
3	10
0	3
0	8
0	20
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	188
9	525
84	918
15	154
0	611
32	104
4	422
0	150
6	0
2	1
1	1196
2017	2167
1	1206
0	500
0	392
8	1199
6	749
48	208
0	771
101	1682
0	1626
0	67
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	733
14	1149
3	169
1	728
0	100
0	41
3	981
0	320
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	9
0	2
0	0
0	12
0	27
24	1003
0	8
1	2
0	248
0	933
3	75
0	488
5	8
0	130
0	6
1	32
3	155
24	18
0	234
0	0
0	4
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	196
0	0
0	0
0	0
0	0
1	0
441	2912
1	185
0	2
0	1905
0	481
3	88
23	2741
0	2694
0	0
5	0
2	9702
0	0
0	0
0	0
1	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	33
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
390	53
82	3672
49	3549
0	131
1	301
4	2972
1	1
0	1
5	3
0	2
0	1
9	1970
0	0
0	0
3	3
0	3
0	0
0	1
0	0
958	140
0	59
2	1
4	11
0	4
0	58
0	1
0	58
0	58
3	178
0	180
0	185
0	2
0	124
0	149
0	178
0	3
1	7
0	132
4	6
14	18
0	5
0	0
0	50
1	115
0	67
0	67
0	37
0	85
3	70
0	60
0	45
0	47
0	44
0	21
0	35
0	62
0	3
0	55
0	22
0	59
0	46
0	7
0	46
0	61
0	39
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	3
0	2
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
91	1249
0	534
4	713
0	388
24	742
2	199
9	162
3	0
0	3
77	364
0	8
0	8
0	48
0	2
2	49
0	44
0	7
0	48
0	8
0	7
4	292
0	12
17	5
0	16
5	6
0	12
0	11
0	5
0	7
0	83
2	0
11	22
2	2
1	57
0	0
1076	1056
0	189
0	169
4	47
0	4
0	485
0	12
0	43
0	0
0	0
0	0
0	0
0	0
0	0
