UniqueCount	AmbigCount
0	0
0	0
1	5
3	6
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	0
291	87
2	34
21	28
0	0
0	1
166	1440
10	930
12	1112
3	720
71	307
9	47
22	367
1	506
4	0
0	0
36	2
0	0
0	0
4	0
0	0
4	23
1	0
0	0
0	0
0	109
8	338
49	573
0	104
0	334
31	83
0	254
0	68
8	1
4	1
2	491
1264	995
0	495
0	164
0	149
4	542
0	330
59	97
4	372
110	3332
1	3245
0	110
0	0
0	4
0	4
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1147
11	1893
22	279
28	1204
3	124
0	69
1	1668
2	440
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
27	2
263	38
0	12
0	0
0	38
0	70
85	2704
4	17
0	10
0	640
0	2542
3	210
1	1165
21	29
0	319
2	21
0	60
8	390
60	31
0	792
48	7
0	2
0	0
0	14
0	7
0	7
0	7
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	511
0	0
0	0
0	0
0	0
1	4
510	3394
3	164
0	1
0	2216
0	405
4	81
56	3230
1	3207
0	0
16	2
0	153
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	6
0	6
0	6
0	3
0	3
0	3
2	3
0	3
0	0
0	0
0	0
0	59
0	0
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
711	110
3	187
0	185
0	8
0	13
1	129
81	31
0	23
56	16
4	20
1	17
2	5258
2	0
0	0
157	116
6	91
0	8
1	8
0	17
1639	208
0	43
0	0
0	0
0	0
0	43
0	0
0	43
0	43
2	750
0	734
0	775
2	3
1	540
3	643
0	751
0	10
0	29
0	604
25	30
36	81
0	22
0	0
0	61
1	165
0	111
0	124
0	171
0	182
4	102
0	87
0	64
0	121
0	143
0	46
0	143
0	96
0	7
0	78
0	36
0	78
0	135
0	15
0	148
0	91
0	70
1	2
0	2
0	2
0	2
0	2
0	0
0	0
14	59
0	57
0	0
1	6
5	28
1	29
0	9
1	15
0	9
0	0
4	1
0	0
102	1376
3	654
15	765
0	366
63	715
9	206
13	162
4	0
0	4
217	825
12	16
0	13
0	84
0	8
5	95
4	90
0	14
0	87
0	12
0	10
0	658
0	21
83	22
1	49
1	27
2	27
2	17
0	5
1	8
0	202
2	6
21	55
3	15
1	173
0	0
2327	2161
0	356
5	408
10	102
0	12
1	983
0	17
0	114
0	0
2	0
0	1
0	1
0	0
0	0
