UniqueCount	AmbigCount
0	0
0	0
3	3
4	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	1
1	1
506	117
2	71
14	50
0	0
1	0
196	1736
3	1123
25	1342
3	779
133	315
5	43
52	407
2	635
0	0
0	0
37	4
0	0
0	0
7	0
0	0
3	16
1	1
0	0
0	0
0	86
6	301
54	569
4	82
0	355
26	48
0	231
0	66
11	2
9	0
0	445
1150	868
0	448
0	163
3	134
3	487
1	286
84	76
2	312
105	3181
0	3085
0	94
0	0
0	11
0	11
0	4
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
1	1097
16	1877
20	260
26	1146
3	132
0	66
2	1643
2	420
0	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	1
0	0
49	7
285	44
1	7
0	0
0	27
0	57
75	2634
2	15
0	6
0	568
0	2488
9	177
4	1138
16	15
0	340
3	16
2	76
1	426
69	34
0	837
43	6
0	10
0	0
0	10
0	2
1	2
0	2
0	0
0	0
0	1
0	1
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	543
0	0
0	0
0	0
0	0
6	0
657	3617
2	182
0	2
0	2428
0	464
1	82
39	3472
10	3440
0	0
20	3
0	103
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
1	1
0	1
1	0
0	0
0	0
0	71
0	0
0	0
0	0
0	20
0	1
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
668	88
4	266
3	261
0	10
0	21
2	203
83	41
2	31
57	25
3	29
0	24
3	4635
4	0
0	0
45	25
0	18
0	0
0	1
0	5
1768	155
0	43
0	0
0	0
0	0
0	43
0	0
0	43
0	43
1	715
3	700
0	733
3	6
1	496
0	594
0	715
0	11
0	32
0	570
13	29
25	78
0	20
0	0
0	33
1	116
0	78
0	90
0	157
0	163
2	63
0	69
0	46
0	88
0	140
0	30
0	131
0	81
1	4
0	56
0	16
0	56
0	122
1	13
0	144
0	71
0	37
0	0
0	4
0	0
0	1
0	0
0	4
0	0
2	53
0	53
0	0
2	14
1	52
4	54
0	14
1	23
0	23
0	0
1	0
0	0
106	1325
5	604
31	760
0	403
86	733
2	217
16	153
4	0
0	8
255	937
22	31
0	26
0	97
0	6
3	106
3	97
0	21
0	93
0	23
0	19
7	726
0	26
78	20
5	48
1	25
8	36
2	24
0	10
0	17
0	208
9	7
39	56
2	19
4	215
0	0
2619	2064
0	392
3	377
12	109
0	10
1	911
1	25
1	100
0	0
3	0
0	0
0	0
1	0
0	0
