UniqueCount	AmbigCount
0	0
0	0
0	8
0	7
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
383	110
0	65
15	48
0	0
0	0
103	1422
6	854
20	1042
4	826
80	380
8	47
29	446
4	577
4	0
0	0
62	12
0	0
0	0
2	2
0	0
3	21
1	0
0	0
0	0
0	182
10	265
44	423
1	54
0	253
27	46
3	227
0	79
8	0
2	1
1	437
800	778
0	440
0	190
0	137
4	437
1	267
73	75
3	294
146	2304
0	2222
0	118
0	0
0	5
0	5
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	773
15	1270
9	197
19	827
0	118
0	47
4	1078
0	335
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	0
18	0
260	51
0	5
0	0
0	48
0	83
54	2049
0	32
0	11
0	641
0	1841
0	172
1	829
18	16
0	244
0	17
0	70
6	305
60	17
0	462
6	1
0	6
0	0
1	6
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	345
0	0
0	0
0	0
0	0
0	0
461	2914
2	235
0	6
0	1938
0	531
2	107
24	2763
3	2699
0	0
14	0
0	126
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	6
0	4
0	0
0	0
0	5
0	1
0	1
0	0
1	0
0	0
0	52
0	0
0	0
0	0
0	16
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
445	79
18	582
6	551
0	23
0	49
7	478
54	24
0	16
46	13
7	14
0	13
3	3996
6	0
0	0
34	33
1	25
0	3
0	2
0	6
1297	171
0	36
0	1
0	1
0	1
0	35
0	0
0	34
0	34
3	640
1	634
0	660
1	7
0	437
0	522
1	639
0	10
1	30
0	496
27	28
36	65
0	10
0	0
0	30
0	79
0	62
0	56
0	140
0	133
0	48
0	62
0	26
0	66
0	124
0	33
0	108
0	74
0	1
0	40
0	14
0	42
0	106
0	10
0	116
0	66
0	33
0	0
0	4
0	0
0	3
0	0
0	4
0	0
16	42
0	41
1	0
0	8
0	17
1	18
0	7
2	7
0	8
0	0
2	0
0	0
62	956
4	363
13	576
0	278
73	603
5	149
12	161
2	0
0	4
159	731
8	25
0	21
0	88
0	6
1	89
4	88
0	13
0	83
0	11
1	9
6	590
0	19
44	19
5	30
1	15
6	17
3	14
1	7
0	12
0	209
6	17
14	55
1	12
3	139
0	0
1763	2125
0	297
4	334
12	113
0	9
1	1125
1	25
0	114
0	0
1	0
0	0
0	0
0	0
0	0
0	0
